Text,Review
因此，产生了一个问题，为什么美联储要在1953年初持续收紧货币政策？虽然经济指标并未显示出通胀压力，,0
但有观点认为当时货币政策操作不当可能导致1953年至1954年美国经济衰退的重要原因。,0
在经济下行压力下，美联储的货币政策也开始逐步放松。,0
1953年6月24日，美联储宣布对大型商业银行降低2%存款准备金要求，同时，对城市和乡村银行降低1%存款准备金要求。,0
股市行情到同年6月中旬有所好转，同年7月26日，历时两年之久的朝鲜停战谈判达成最终协议，同年7月27日各方谈判代表团首席代表在板门店正式签署《停战协议》。,1
受此利好影响，美股在同年7月底出现了一波回升。,1
1953年6月中旬持续到8月初，从同年8月开始市场再度进入下跌通道。,2
导致股市下跌的一个直接“导火索”是市场意识到德怀特·艾森豪威尔总统并没有打算提高联邦政府的法定债务上限。,0
当时美国政府适用的是1946年确定的275亿美元的法定债务上限，而截至1953年7月15日美国联邦政府债务达到了260亿美元，市场期望政府提高债务上限以提供财政刺激，但到同年8月发现没有动静。,0
根据美国国家经济研究局（NBER）的定义，美国经济从1953年7月开始正式进入衰退期。,2
应对经济衰退，政府的各项政策宽松也随之而来。,0
1953年9月，德怀特·艾森豪威尔总统表示将推出一个有力的国防刺激项目，同时，美国财政部部长乔治·汉弗莱表示年内将停止企业超额利润税并降低个人所得税。,0
股市在同年9月中旬回升，随即展开反攻，并在第四季度震荡上行。,1
美股行情展现出一个显著的经验特征：股市表现领先反映基本面。,0
如前所述，在年初时，经济指标并没有出现恶化，且政府和市场都对前景乐观时，股市已经开始调整下跌，当然这在当时也被认作是所谓的“不反映基本面”。,2
经济衰退（即经济萎缩）是从1953年7月正式开始的，但到同年9月股市就已经见底，反映出很强的领先性。,2
道琼斯工业指数1953年底最终收于281点，全年下跌3.8%（见图1-7）。,2
在一系列货币政策和财政政策利好刺激下，美国股市在1954年上半年一路平稳上涨。,1
虽然这期间有一些政治事件扰动，包括1954年5月17日美国最高法院宣布在全国公立学校中种族隔离为非法，法官们一致决定1896年最高法院提出并沿用至今的“隔离但平等”说法无效，这引起了美国南部部分地区的骚动。以及同年4月22日至6月17日在美国陆军上校约瑟夫·麦卡锡（Joseph R. McCarthy）的听证会上，麦卡锡败阵，自此一蹶不振，麦卡锡主义从美国政治舞台消失。,0
这些都没有影响美国股市的不断上涨。,1
截至上半年收盘，道琼斯工业指数累计涨幅已经达到20%。,1
按照美国国家经济研究局的定义，美国经济到1954年5月结束了本轮经济衰退（从1953年7月至1954年5月）。1954年下半年美国的各项经济增长指标开始逐步好转，美股继续展开上涨攻势。,1
由于所得税基数效应的影响，到同年8月上市公司公布中期财务报告时，市场发现很多公司虽然营业收入因为经济衰退的原因下滑不少，但税后企业利润的下行要小得多。,1
同年8月28日，政府最终决定提高联邦政府债务上限，从275亿美元提高到了281亿美元，这意味着财政政策有了更大的空间。,1
1954年11月2日，美国举行了中期选举。在此次选举中，共和党在国会中失去了多数党地位,0
这一变动使得共和党直到1980年才重新夺回参议院的多数党地位，而众议院的多数党地位则要到1994年才重新取回。,0
因此，在德怀特·艾森豪威尔的后续任期中，将不得不面临总统与国会多数党分属两党的问题。,0
股市这边是不断上涨，一直到1954年10月才有一次稍微像样的调整。此前9个月，道琼斯工业指数已经累计上涨29%，9个月中有8个月指数上涨，仅1954年8月小幅下跌1.4%。,1
而同年10月份的调整也基本上是一个技术性调整，道琼斯工业指数在1954年10月下跌了2.7%，随即又开始上涨。,1
1954年11月23日是一个值得纪念的日子，道琼斯工业指数在时隔25年之后，终于超过了1929年9月3日创下的381点历史最高纪录，指数创历史新高。,1
值得讨论的一个问题是，为什么美国股市会在1954年上半年经济仍然低迷时出现如此大幅上涨。,0
笔者认为，除了前述货币政策和财政政策宽松以外，主要因素还包括： 一是大宗商品价格见底回升，商品价格从1953年第四季度开始一直到1954年上半年持续回升，对企业盈利构成了有力的支撑,0
 二是利率持续下降，这构成了一个对股市非常好的组合，价格上涨同时利率下行。,0
三是德怀特·艾森豪威尔政府在1954年基本实现了联邦财政平衡，这为后续的减税留出了空间。,0
道琼斯工业指数1954年底最终收于404点，全年大涨44%（见图1-8）。,1
1955年初股市再度进入调整期,0
而另一方面，美国经济从1954年至1955年经历了教科书意义上的从复苏（recovery）到繁荣（boom），各项经济增长指标加速上行。,1
当时经济的一个特征是通货膨胀没有明显上升，出现了高增长低通胀的理想经济组合，这使得市场利率虽然在货币政策持续收紧下一路回升，但回升幅度还没有达到不可控制的地步。,0
进入1955年1月，上市公司的一季报都显示出很好的盈利状态。,1
1955年7月18日，世界上第一座迪斯尼乐园正式对公众开放。,0
股市从1955年5月中旬开始上涨，一直持续到同年7月底，指数创出年内新高（也是历史新高）。,1
1955年的国际局势也有利于股市。,0
同年1月25日，苏联与联邦德国正式结束战争状态。,0
同年5月5日，第二次世界大战后重新武装联邦德国的巴黎协定生效，其主要内容是美、英、法三国结束对联邦德国的占领，但三国军队仍驻扎在联邦德国；接受联邦德国参加西欧联盟和北约，允许它建立50万人的军队，但不得拥有原子、生物和化学武器。,0
苏联极力反对重新武装联邦德国，联合东欧社会主义国家组成华沙条约组织（Warsaw Treaty Organization，以下称华约），以对抗北大西洋公约组织。1955年5月14日“华沙条约组织”建立。,0
虽然有联邦德国重新武装和加入北约的干扰，但总体上可以说是战争阴霾消减，和平因素增加。,1
特别是美、英、法四国政府在1955年7月18日至23日在日内瓦举行了自1945年波茨坦会议以来的第一次“四巨头”会议。,0
会议旨在结束冷战对抗，恢复东西方之间的相互信任，虽然最后没有达成实质性协议，但四大国首脑会议暂时缓解了苏联和西方国家之间的紧张气氛。,0
1955年8月1日，中美两国大使级会谈在日内瓦联合国大厦举行首次会议。,0
到1955年8月，美联储货币政策再度收紧。,0
同年8月4日，美联储决定年内二次提高贴现利率，将贴现利率从1.75%提高到2.0%。,0
同年8月11日，美联储又收紧了房地产信贷政策。,0
受此影响，股市在8月前半月出现了一定的调整。,0
但各个方面公布的数据都显示经济确实很好，从同年8月下旬开始股市再度大幅上涨并不断创历史新高。1955年9月下旬一个突如其来的意外事件，使得美股出现了大幅下跌。,2
同年9月9日，美国总统德怀特·艾森豪威尔心脏病突然发作。,0
同年9月26日，道琼斯工业指数单日大跌6.5%。,2
德怀特·艾森豪威尔心脏病发作使得他在大约6周时间内无法履行总统职责，这使得市场对未来非常不安。,0
股市的震荡持续到同年10月中旬，道琼斯工业指数的跌幅超过了10%。,2
1955年10月中旬到11月中旬股市再度上涨，并再创年内和历史新高（比9月的高点略高一点点）。,1
同年11月初，股市迎来了一个利好催化剂，提升了投资者的做多情绪。,1
当时世界上最大的家族工业帝国，福特汽车公司（Ford Motor Company）的普通股票将于1956年1月首次公开发售。,0
声明称，福特家族将出让32年前创立的这家公司的多数控制，60%的股份将发售给投资者，家族仅保留40%。,0
1955年12月5日，美国联合汽车工会（United Auto Workers）联合并，成为美国历史上最大的工会组织。,0
许多利率指标创出了19世纪以来的最高水平。,1
从1955年11月中旬到年底，股市没有进一步上涨，处于一个罕见的震荡区间。,2
道琼斯工业指数1955年底最终收于488点，全年大涨21%（见图1-9）。1956年初到2月中旬，道琼斯工业指数出现了一个幅度约为5%的下跌。,2
同年2月中旬，德怀特·艾森豪威尔总统决定竞选总统的第二任期。,0
市场从2月中旬起开始反攻，一直持续到4月初，道琼斯工业指数的上涨幅度约10%。,1
好转的股市环境下，市场利率在不断提高，到1956年3月底时，美国大型商业银行把最优惠贷款利率从3.75%提高到4%，这是自1933年3月18日以来的最高水平。,0
1956年4月12日，美联储的新一轮打击又来了，美联储将贴现利率从2.5%上调到2.75%。,0
货币政策的进一步收紧对市场有很大的负面影响，而且，提高贴现利率这一操作本身也使得市场开始担心未来的通货膨胀问题，实际上，从1956年第二季度开始，美国的通胀确实出现了明显的回升势头。,2
美股在1956年4月初见顶，并且在5月出现了大幅下跌。,2
下跌的过程，使得市场比较担忧的基本面问题主要是汽车行业表现不佳。,2
当时的市场担心美国经济会发生诸如1946-1948年那样的“滚动衰退”，即汽车一个行业表现不好后，会带动其他行业也进入衰退。,2
1956年5月通用汽车宣布所有生产线停产一天，带来了非常不好的信号。,2
实际上，从基本面情况来看，1956年的经济情况总体上比较平稳，既不是复苏后的繁荣，也没有到经济衰退的地步，经济数据有好有坏。,1
到同年6月，包括居民收入在内的不少统计指标都还不错。,1
同年6月29日，美国《1956年联邦援助公路法案》（Federal Aid Highway Act）正式授权，“州际公路系统”开始修建。,0
“州际公路系统”原本的预算是250亿美元，在12年内完工，但最后决算则是斥资1140亿美元，工期长达35年。,0
一般以1991年9月15日爱达荷州瓦勒斯的最后一个红绿灯被拆除为州际公路系统的完工日。,0
股市在1956年6月和7月出现了大涨，道琼斯工业指数在两个月内的累计涨幅达到了约10%，并在同年7月底时再度接近了年内最高点。,1
这期间也出现了一些事件性冲击，主要是同年6月开始的美国钢铁工人劳动纠纷和罢工，但对股市基本没有什么影响，所以当时华尔街有名戏言称：“别卖在罢工新闻上”（Don’t sell on strike news）。,0
1956年7月下旬开始，国际形势的变化又再度成为影响股市的重要因素。,0
同年7月26日，埃及总统贾迈勒·纳赛尔（Gamal Abdel Nasser）颁布《关于国际苏伊士运河国有化》的法令。,0
其规定：运河公司收归国有，公司的全部财产移交埃及，管理公司的所有机构全部解散，运河航运将由埃及成立机构负责管理。,0
同年8月2日，美国、英国和法国经过紧急会谈后发表公报，主张运河国际化，反对埃及将其收归国有，这期间，更致命的一击来自货币政策的再度收紧。,0
1956年8月23日，美联储宣布将贴现利率从2.75%进一步上调到3.0%。,0
受此影响，股市在同年8月和9月出现了大幅下跌，道琼斯工业指数再度回到了同年5月的低点。,2
连续大跌之后，股市在同年10月出现了反弹。,1
但到同年10月底，国际局势又进一步动荡起来，先是1956年10月26日发生了匈牙利事件（Hungarian Event）；紧接着，10月29日，以色列入侵埃及，中东地区的苏伊士运河战争（第二次中东战争）爆发，由此导致了股市在10月的反弹之后，11月又大幅下跌。,2
到1956年12月，中东地区形势有所缓和，德怀特·艾森豪威尔再度当选美国总统，各种环境感觉都有所好转，股市在1956年12月再次反弹。,1
1956年整体而言股市走出了一个宽幅震荡的行情，道琼斯工业指数1956年底最终收于499点，全年小幅上涨2.3%（见图1-10）。,1
第二次世界大战后，中东地区的1956年的中东地区局势问题延续到了1957年。,0
第二次世界大战后，中东地区的“老牌殖民主义者”——英、法两国的力量此时已大大削弱，中东地区成为美、苏两国争夺的重要对象。,0
1956年之后，英、法两国被迫撤出部分地区，出现了所谓“政治真空地带”。,0
1957年1月5日，美国总统德怀特·艾森豪威尔向国会提出关于中东地区的特别咨文，并提出了被称为“艾森豪威尔主义”的议案。,0
其主要内容是：由国会授权总统动用2亿美元给中东地区国家以经济和军事援助，总统有权应这些国家的请求提供武力援助。在“艾森豪威尔主义”原则下，美国政府在1957年初提出了和平时期破纪录的政府支出预算。,0
这使得一方面短期内减税的可能性大幅降低；另一方面更重要的问题是，大幅增加了通胀的压力。,2
